Date, Open, High, Low, Close
11/7/2019,3087.02,3097.77,3080.23,3085.18
11/6/2019,3075.1,3078.34,3065.89,3076.78
11/5/2019,3080.8,3083.95,3072.15,3074.62
11/4/2019,3078.96,3085.2,3074.87,3078.27
11/1/2019,3050.72,3066.95,3050.72,3066.91
10/31/2019,3046.9,3046.9,3023.19,3037.56
10/30/2019,3039.74,3050.1,3025.96,3046.77
10/29/2019,3035.39,3047.87,3034.81,3036.89
10/28/2019,3032.12,3044.08,3032.12,3039.42
10/25/2019,3003.32,3027.39,3001.94,3022.55
10/24/2019,3014.78,3016.07,3000.42,3010.29
10/23/2019,2994.01,3004.78,2991.21,3004.52
10/22/2019,3010.73,3014.57,2995.04,2995.99
10/21/2019,2996.48,3007.33,2995.35,3006.72
10/18/2019,2996.84,3000,2976.31,2986.2
10/17/2019,3000.77,3008.29,2991.79,2997.95
10/16/2019,2989.68,2997.54,2985.2,2989.69
10/15/2019,2973.61,3003.28,2973.61,2995.68
10/14/2019,2965.81,2972.84,2962.94,2966.15
10/11/2019,2963.07,2993.28,2963.07,2970.27
10/10/2019,2918.55,2948.46,2917.12,2938.13
10/9/2019,2911.1,2929.32,2907.41,2919.4
10/8/2019,2920.4,2925.47,2892.66,2893.06
10/7/2019,2944.23,2959.75,2935.68,2938.79
10/4/2019,2918.56,2953.74,2918.56,2952.01
10/3/2019,2885.38,2911.13,2855.94,2910.63
10/2/2019,2924.78,2924.78,2874.93,2887.61
10/1/2019,2983.69,2992.53,2938.7,2940.25
9/30/2019,2967.07,2983.85,2967.07,2976.74
9/27/2019,2985.47,2987.31,2945.53,2961.79
9/26/2019,2985.73,2987.28,2963.71,2977.62
9/25/2019,2968.35,2989.82,2952.86,2984.87
9/24/2019,3002.43,3007.98,2957.73,2966.6
9/23/2019,2983.5,2999.15,2982.23,2991.78
9/20/2019,3008.42,3016.37,2984.68,2992.07
9/19/2019,3010.36,3021.99,3003.16,3006.79
9/18/2019,3001.5,3007.83,2978.57,3006.73
9/17/2019,2995.67,3006.21,2993.73,3005.7
9/16/2019,2996.41,3002.19,2990.67,2997.96
9/13/2019,3012.21,3017.33,3002.9,3007.39
9/12/2019,3009.08,3020.74,3000.92,3009.57
9/11/2019,2981.41,3000.93,2975.31,3000.93
9/10/2019,2971.01,2979.39,2957.01,2979.39
9/9/2019,2988.43,2989.43,2969.39,2978.43
9/6/2019,2980.33,2985.03,2972.51,2978.71
9/5/2019,2960.6,2985.86,2960.6,2976
9/4/2019,2924.67,2938.84,2921.86,2937.78
9/3/2019,2909.01,2914.39,2891.85,2906.27
8/30/2019,2937.09,2940.43,2913.32,2926.46
8/29/2019,2910.37,2930.5,2905.67,2924.58
8/28/2019,2861.28,2890.03,2853.05,2887.94
8/27/2019,2893.14,2898.79,2860.59,2869.16
8/26/2019,2866.7,2879.27,2856,2878.38
8/23/2019,2911.07,2927.01,2834.97,2847.11
8/22/2019,2930.94,2939.08,2904.51,2922.95
8/21/2019,2922.04,2928.73,2917.91,2924.43
8/20/2019,2919.01,2923.63,2899.6,2900.51
8/19/2019,2913.48,2931,2913.48,2923.65
8/16/2019,2864.74,2893.63,2864.74,2888.68
8/15/2019,2846.2,2856.67,2825.51,2847.6
8/14/2019,2894.15,2894.15,2839.64,2840.6
8/13/2019,2880.72,2943.31,2877.05,2926.32
8/12/2019,2907.07,2907.58,2873.14,2883.75
8/9/2019,2930.51,2935.75,2900.15,2918.65
8/8/2019,2896.21,2938.72,2894.47,2938.09
8/7/2019,2858.65,2892.17,2825.71,2883.98
8/6/2019,2861.18,2884.4,2847.42,2881.77
8/5/2019,2898.07,2898.07,2822.12,2844.74
8/2/2019,2943.9,2945.5,2914.11,2932.05
8/1/2019,2980.32,3013.59,2945.23,2953.56
7/31/2019,3016.22,3017.4,2958.08,2980.38
7/30/2019,3007.66,3017.19,3000.94,3013.18
7/29/2019,3024.47,3025.61,3014.3,3020.97
7/26/2019,3013.25,3027.98,3012.59,3025.86
7/25/2019,3016.26,3016.31,2997.24,3003.67
7/24/2019,2998.77,3019.59,2996.82,3019.56
7/23/2019,2994.74,3005.9,2988.56,3005.47
7/22/2019,2981.93,2990.71,2976.65,2985.03
7/19/2019,3004.26,3006.02,2975.86,2976.61
7/18/2019,2978.87,2998.28,2973.09,2995.11
7/17/2019,3005.1,3005.26,2984.25,2984.42
7/16/2019,3012.13,3015.02,3001.15,3004.04
7/15/2019,3017.8,3017.8,3008.77,3014.3
7/12/2019,3003.36,3013.92,3001.87,3013.77
7/11/2019,2999.62,3002.33,2988.8,2999.91
7/10/2019,2989.3,3002.98,2984.62,2993.07
7/9/2019,2965.52,2981.9,2963.44,2979.63
7/8/2019,2979.77,2980.76,2970.09,2975.95
7/5/2019,2984.25,2994.03,2967.97,2990.41
7/3/2019,2978.08,2995.84,2977.96,2995.82
7/2/2019,2964.66,2973.21,2955.92,2973.01
7/1/2019,2971.41,2977.93,2952.22,2964.33
6/28/2019,2932.94,2943.98,2929.05,2941.76
6/27/2019,2919.66,2929.3,2918.57,2924.92
6/26/2019,2926.07,2932.59,2912.99,2913.78
6/25/2019,2945.78,2946.52,2916.01,2917.38
6/24/2019,2951.42,2954.92,2944.05,2945.35
6/21/2019,2952.71,2964.15,2946.87,2950.46
6/20/2019,2949.6,2958.06,2931.5,2954.18
6/19/2019,2920.55,2931.74,2911.43,2926.46
6/18/2019,2906.71,2930.79,2905.44,2917.75
6/17/2019,2889.75,2897.27,2887.3,2889.67
6/14/2019,2886.82,2894.45,2879.62,2886.98
6/13/2019,2886.24,2895.24,2881.99,2891.64
6/12/2019,2882.73,2888.57,2874.68,2879.84
6/11/2019,2903.27,2910.61,2878.53,2885.72
6/10/2019,2885.83,2904.77,2885.51,2886.73
6/7/2019,2852.87,2884.97,2852.87,2873.34
6/6/2019,2828.51,2852.1,2822.45,2843.49
6/5/2019,2818.09,2827.28,2800.92,2826.15
6/4/2019,2762.64,2804.49,2762.64,2803.27
6/3/2019,2751.53,2763.07,2728.81,2744.45
5/31/2019,2766.15,2768.98,2750.52,2752.06
5/30/2019,2786.94,2799,2776.74,2788.86
5/29/2019,2790.25,2792.03,2766.06,2783.02
5/28/2019,2830.03,2840.51,2801.58,2802.39
5/24/2019,2832.41,2841.36,2820.19,2826.06
5/23/2019,2836.7,2836.7,2805.49,2822.24
5/22/2019,2856.06,2865.47,2851.11,2856.27
5/21/2019,2854.02,2868.88,2854.02,2864.36
5/20/2019,2841.94,2853.86,2831.29,2840.23
5/17/2019,2858.6,2885.48,2854.23,2859.53
5/16/2019,2855.8,2892.15,2855.8,2876.32
5/15/2019,2820.38,2858.68,2815.08,2850.96
5/14/2019,2820.12,2852.54,2820.12,2834.41
5/13/2019,2840.19,2840.19,2801.43,2811.87
5/10/2019,2863.1,2891.31,2825.39,2881.4
5/9/2019,2859.84,2875.97,2836.4,2870.72
5/8/2019,2879.61,2897.96,2873.28,2879.42
5/7/2019,2913.03,2913.03,2862.6,2884.05
5/6/2019,2908.89,2937.32,2898.21,2932.47
5/3/2019,2929.21,2947.85,2929.21,2945.64
5/2/2019,2922.16,2931.68,2900.5,2917.52
5/1/2019,2952.33,2954.13,2923.36,2923.73
4/30/2019,2937.14,2948.22,2924.11,2945.83
4/29/2019,2940.58,2949.52,2939.35,2943.03
4/26/2019,2925.81,2939.88,2917.56,2939.88
4/25/2019,2928.99,2933.1,2912.84,2926.17
4/24/2019,2934,2936.83,2926.05,2927.25
4/23/2019,2909.99,2936.31,2908.53,2933.68
4/22/2019,2898.78,2909.51,2896.35,2907.97
4/18/2019,2904.81,2908.4,2891.9,2905.03
4/17/2019,2916.04,2918,2895.45,2900.45
4/16/2019,2912.26,2916.06,2900.71,2907.06
4/15/2019,2908.32,2909.6,2896.48,2905.58
4/12/2019,2900.86,2910.54,2898.37,2907.41
4/11/2019,2891.92,2893.42,2881.99,2888.32
4/10/2019,2881.37,2889.71,2879.13,2888.21
4/9/2019,2886.58,2886.88,2873.33,2878.2
4/8/2019,2888.46,2895.95,2880.78,2895.77
4/5/2019,2884.16,2893.24,2882.99,2892.74
4/4/2019,2873.99,2881.28,2867.14,2879.39
4/3/2019,2876.09,2885.25,2865.17,2873.4
4/2/2019,2868.24,2872.9,2858.75,2867.24
4/1/2019,2848.63,2869.4,2848.63,2867.19
3/29/2019,2828.27,2836.03,2819.23,2834.4
3/28/2019,2809.4,2819.71,2798.77,2815.44
3/27/2019,2819.72,2825.56,2787.72,2805.37
3/26/2019,2812.66,2829.87,2803.99,2818.46
3/25/2019,2796.01,2809.79,2785.02,2798.36
3/22/2019,2844.52,2846.16,2800.47,2800.71
3/21/2019,2819.72,2860.31,2817.38,2854.88
3/20/2019,2831.34,2843.54,2812.43,2824.23
3/19/2019,2840.76,2852.42,2823.27,2832.57
3/18/2019,2822.61,2835.41,2821.99,2832.94
3/15/2019,2810.79,2830.73,2810.79,2822.48
3/14/2019,2810.38,2815,2803.46,2808.48
3/13/2019,2799.78,2821.24,2799.78,2810.92
3/12/2019,2787.34,2798.32,2786.73,2791.52
3/11/2019,2747.61,2784,2747.61,2783.3
3/8/2019,2730.79,2744.13,2722.27,2743.07
3/7/2019,2766.53,2767.25,2739.09,2748.93
3/6/2019,2790.27,2790.27,2768.69,2771.45
3/5/2019,2794.41,2796.44,2782.97,2789.65
3/4/2019,2814.37,2816.88,2767.66,2792.81
3/1/2019,2798.22,2808.02,2787.38,2803.69
2/28/2019,2788.11,2793.73,2782.51,2784.49
2/27/2019,2787.5,2795.76,2775.13,2792.38
2/26/2019,2792.36,2803.12,2789.47,2793.9
2/25/2019,2804.35,2813.49,2794.99,2796.11
2/22/2019,2780.67,2794.2,2779.11,2792.67
2/21/2019,2780.24,2781.58,2764.55,2774.88
2/20/2019,2779.05,2789.88,2774.06,2784.7
2/19/2019,2769.28,2787.33,2767.29,2779.76
2/15/2019,2760.24,2775.66,2760.24,2775.6
2/14/2019,2743.5,2757.9,2731.23,2745.73
2/13/2019,2750.3,2761.85,2748.63,2753.03
2/12/2019,2722.61,2748.19,2722.61,2744.73
2/11/2019,2712.4,2718.05,2703.79,2709.8
2/8/2019,2692.36,2708.07,2681.83,2707.88
2/7/2019,2717.53,2719.32,2687.26,2706.05
2/6/2019,2735.05,2738.08,2724.15,2731.61
2/5/2019,2728.34,2738.98,2724.03,2737.7
2/4/2019,2706.49,2724.99,2698.75,2724.87
2/1/2019,2702.32,2716.66,2696.88,2706.53
1/31/2019,2685.49,2708.95,2678.65,2704.1
1/30/2019,2653.62,2690.44,2648.34,2681.05
1/29/2019,2644.89,2650.93,2631.05,2640
1/28/2019,2644.97,2644.97,2624.06,2643.85
1/25/2019,2657.44,2672.38,2657.33,2664.76
1/24/2019,2638.84,2647.2,2627.01,2642.33
1/23/2019,2643.48,2653.19,2612.86,2638.7
1/22/2019,2657.88,2657.88,2617.27,2632.9
1/18/2019,2651.27,2675.47,2647.58,2670.71
1/17/2019,2609.28,2645.06,2606.36,2635.96
1/16/2019,2614.75,2625.76,2612.68,2616.1
1/15/2019,2585.1,2613.08,2585.1,2610.3
1/14/2019,2580.31,2589.32,2570.41,2582.61
1/11/2019,2588.11,2596.27,2577.4,2596.26
1/10/2019,2573.51,2597.82,2562.02,2596.64
1/9/2019,2580,2595.32,2568.89,2584.96
1/8/2019,2568.11,2579.82,2547.56,2574.41
1/7/2019,2535.61,2566.16,2524.56,2549.69
1/4/2019,2474.33,2538.07,2474.33,2531.94
1/3/2019,2491.92,2493.14,2443.96,2447.89
1/2/2019,2476.96,2519.49,2467.47,2510.03
,,,,
